id,first_name,last_name,email,mbti
101311,Fatima,Novak,example101311@scrippscollege.edu,ENTP
101312,Callie,Barton,example101312@mymail.pomona.edu,ESTP
101313,Freya,Casey,example101313@hmc.edu,INFJ
101314,Roland,Smith,example101314@students.pitzer.edu,ISTJ
101315,Gabrielle,McKenzie,example101315@scrippscollege.edu,ISFP
101316,Stetson,Nunez,example101316@hmc.edu,ENFP
101317,August,Cain,example101317@scrippscollege.edu,INFJ
101318,Karter,Sosa,example101318@mymail.pomona.edu,ISTJ
101319,Lawson,Young,example101319@hmc.edu,INFJ
101320,Antonella,Schneider,example101320@students.pitzer.edu,ISFP
101321,Mckenzie,Choi,example101321@mymail.pomona.edu,ESFP
101322,Wynter,Byrd,example101322@scrippscollege.edu,INFP
101323,Ramona,Bradford,example101323@mymail.pomona.edu,ISFJ
101324,Marianna,Moss,example101324@mymail.pomona.edu,ISTJ
101325,Alia,Yates,example101325@students.claremontmckenna.edu,NA
101326,Aliza,Washington,example101326@scrippscollege.edu,ESTP
101327,Silas,Walsh,example101327@mymail.pomona.edu,ISFJ
101328,Karsyn,Brady,example101328@students.claremontmckenna.edu,ENFJ
101329,Julian,McConnell,example101329@mymail.pomona.edu,ESFJ
101330,Dane,Villegas,example101330@mymail.pomona.edu,ENFP
101331,Loretta,Nixon,example101331@students.pitzer.edu,ESFP
101332,Bjorn,McKenzie,example101332@scrippscollege.edu,ESFJ
101333,Nalani,David,example101333@hmc.edu,ENTP
101334,Mae,Boyle,example101334@students.pitzer.edu,ENFJ
101335,Beckham,Medrano,example101335@hmc.edu,INTP
101336,Tripp,Navarro,example101336@students.pitzer.edu,INFJ
101337,Noemi,Campbell,example101337@students.claremontmckenna.edu,ENTJ
101338,Hunter,Lara,example101338@students.pitzer.edu,ISTP
101339,Anya,Reyna,example101339@hmc.edu,ESTP
101340,Canaan,Cox,example101340@hmc.edu,INTJ
101341,Reyna,Hoffman,example101341@hmc.edu,NA
101342,Peyton,Martinez,example101342@students.pitzer.edu,ESTJ
101343,Armani,Charles,example101343@students.pitzer.edu,ESTJ
101344,Reign,Stanley,example101344@scrippscollege.edu,ISFP
101345,Nataly,Little,example101345@hmc.edu,ENTP
101346,Christian,Barber,example101346@students.pitzer.edu,INFJ
101347,Sebastian,Jarvis,example101347@students.pitzer.edu,NA
101348,Aliyah,Shannon,example101348@scrippscollege.edu,INTJ
101349,Alaiya,Benitez,example101349@scrippscollege.edu,ENTJ
101350,Azariah,Frank,example101350@students.pitzer.edu,ESFP
101351,Lina,Fry,example101351@students.claremontmckenna.edu,ENFJ
101352,Addison,Sherman,example101352@scrippscollege.edu,ESTP
101353,Caiden,Thompson,example101353@mymail.pomona.edu,ENFP
101354,Lincoln,Nicholson,example101354@hmc.edu,ISFP
101355,Erick,Fry,example101355@mymail.pomona.edu,NA
101356,Abigail,Hood,example101356@mymail.pomona.edu,ISTP
101357,Erick,Oliver,example101357@mymail.pomona.edu,ENFJ
101358,Phoebe,Walker,example101358@hmc.edu,ESTP
101359,Jadiel,House,example101359@students.claremontmckenna.edu,ENFJ
101360,Armani,Reyna,example101360@scrippscollege.edu,ISFJ
101361,Calvin,Salinas,example101361@hmc.edu,NA
101362,Frida,Brady,example101362@students.claremontmckenna.edu,ISFP
101363,Adley,Parks,example101363@mymail.pomona.edu,ESFJ
101364,Addison,Barber,example101364@mymail.pomona.edu,ISFJ
101365,Kylan,Sanchez,example101365@mymail.pomona.edu,ENTP
101366,Serenity,Koch,example101366@mymail.pomona.edu,NA
101367,Mya,Lawson,example101367@students.claremontmckenna.edu,ISFP
101368,Kylie,Norton,example101368@mymail.pomona.edu,ESTJ
101369,Scarlett,Hull,example101369@hmc.edu,INTJ
101370,Gracelyn,Quintero,example101370@scrippscollege.edu,ENTP
101371,Ayden,Fischer,example101371@mymail.pomona.edu,ENFJ
101372,Viviana,Waller,example101372@students.pitzer.edu,NA
101373,Andi,Santiago,example101373@hmc.edu,ENFJ
101374,Kamryn,Davidson,example101374@scrippscollege.edu,ENFJ
101375,Mya,Guerrero,example101375@students.pitzer.edu,ESTJ
101376,Callen,Trejo,example101376@students.pitzer.edu,ISFP
101377,Gwendolyn,Pacheco,example101377@scrippscollege.edu,ISFJ
101378,Salem,Everett,example101378@hmc.edu,ESFJ
101379,Emmalynn,McDowell,example101379@mymail.pomona.edu,ISFJ
101380,Zelda,Jimenez,example101380@scrippscollege.edu,INFP
101381,Zander,Juarez,example101381@students.claremontmckenna.edu,ENFJ
101382,Hadassah,Flores,example101382@students.claremontmckenna.edu,ENTJ
101383,Izaiah,Escobar,example101383@students.claremontmckenna.edu,ISTJ
101384,Georgia,Zavala,example101384@students.pitzer.edu,ENFJ
101385,Alaya,Bartlett,example101385@scrippscollege.edu,ISTP
101386,Nelson,Mann,example101386@mymail.pomona.edu,ENTP
101387,Jameson,Morrow,example101387@mymail.pomona.edu,ESTP
101388,Emory,Mayo,example101388@students.pitzer.edu,ISFJ
101389,Kairi,Klein,example101389@scrippscollege.edu,INTP
101390,Alexandra,Parks,example101390@students.pitzer.edu,ISTJ
101391,Aryan,Fleming,example101391@scrippscollege.edu,ISFP
101392,Rafael,Burton,example101392@mymail.pomona.edu,ISTJ
101393,Alondra,Daniels,example101393@students.claremontmckenna.edu,ISFJ
101394,Beckham,Coffey,example101394@students.pitzer.edu,ISFJ
101395,Cristian,Yoder,example101395@students.claremontmckenna.edu,ISTJ
101396,Madison,Lloyd,example101396@hmc.edu,INFJ
101397,Sebastian,Foley,example101397@students.pitzer.edu,ISTJ
101398,Wyatt,Nunez,example101398@scrippscollege.edu,ISFP
101399,Estella,Mora,example101399@students.claremontmckenna.edu,ENFJ
101400,Kevin,Lindsey,example101400@mymail.pomona.edu,ENFJ
101401,Jenna,Duran,example101401@students.claremontmckenna.edu,ENTP
101402,Brecken,Kemp,example101402@students.pitzer.edu,ENFP
101403,Nia,Cameron,example101403@hmc.edu,ISFJ
101404,Murphy,McKenzie,example101404@students.pitzer.edu,INFP
101405,Melina,Whitney,example101405@students.claremontmckenna.edu,ENFJ
101406,Charley,Farrell,example101406@students.pitzer.edu,INFP
101407,Madison,Harding,example101407@students.pitzer.edu,ISFJ
101408,Enoch,Zhang,example101408@mymail.pomona.edu,ISTP
101409,Anika,Parrish,example101409@scrippscollege.edu,INTJ
101410,Fallon,Griffith,example101410@scrippscollege.edu,ISFP
101411,Maliyah,Holmes,example101411@hmc.edu,ENFP
101412,Julie,French,example101412@students.pitzer.edu,ENFJ
101413,Paris,Steele,example101413@hmc.edu,ESFP
101414,Darius,Zavala,example101414@scrippscollege.edu,ISTJ
101415,Kairo,Pratt,example101415@students.claremontmckenna.edu,ISTJ
101416,Kaisley,Fitzgerald,example101416@scrippscollege.edu,ESTP
101417,Kareem,Waters,example101417@students.claremontmckenna.edu,ESFJ
101418,Scott,Arellano,example101418@hmc.edu,ENFP
101419,Bentlee,Colon,example101419@students.pitzer.edu,NA
101420,Mylo,Morrow,example101420@students.pitzer.edu,ESTJ
101421,Adeline,King,example101421@students.claremontmckenna.edu,INTP
101422,Royce,Salgado,example101422@mymail.pomona.edu,ESFJ
101423,Charlie,Delacruz,example101423@hmc.edu,ESFJ
101424,Jayson,Villa,example101424@mymail.pomona.edu,NA
101425,Melani,Francis,example101425@scrippscollege.edu,ENTJ
101426,Jaxen,Dejesus,example101426@hmc.edu,ENTJ
101427,Bria,Delacruz,example101427@students.pitzer.edu,ISFP
101428,Aria,Stephenson,example101428@students.pitzer.edu,ESFP
101429,Alina,Reese,example101429@students.claremontmckenna.edu,ENFP
101430,Alaina,Glenn,example101430@hmc.edu,ISTJ
101431,Finn,Guevara,example101431@students.pitzer.edu,NA
101432,Wyatt,Flores,example101432@hmc.edu,INFP
101433,Lucille,Blake,example101433@mymail.pomona.edu,INTJ
101434,Zoie,Jefferson,example101434@students.claremontmckenna.edu,INFJ
101435,Sarai,House,example101435@students.claremontmckenna.edu,NA
101436,Lian,Garrison,example101436@students.pitzer.edu,INTJ
101437,Walker,Navarro,example101437@mymail.pomona.edu,ENFJ
101438,Milani,Kemp,example101438@hmc.edu,ENFJ
101439,Estella,Vu,example101439@mymail.pomona.edu,INFP
101440,Leanna,Williamson,example101440@students.pitzer.edu,ESFP
101441,Leilani,Rasmussen,example101441@hmc.edu,INFJ
101442,Callen,Gaines,example101442@mymail.pomona.edu,ENTJ
101443,Clara,Jarvis,example101443@scrippscollege.edu,ENFJ
101444,Korbin,McCarthy,example101444@students.claremontmckenna.edu,ISFP
101445,River,Townsend,example101445@students.pitzer.edu,ISFJ
101446,Nathan,Nicholson,example101446@scrippscollege.edu,INTJ
101447,Aydin,Melton,example101447@students.claremontmckenna.edu,ISTP
101448,Scarlett,Tang,example101448@hmc.edu,ESFP
101449,Lucy,Tanner,example101449@students.pitzer.edu,ISFP
101450,Major,Dudley,example101450@scrippscollege.edu,ISFP
101451,Amelia,Morris,example101451@hmc.edu,INTP
101452,Emerson,Nava,example101452@scrippscollege.edu,ENTP
101453,Callen,Cantrell,example101453@hmc.edu,NA
101454,Remy,Lara,example101454@hmc.edu,ESTJ
101455,Brody,Valenzuela,example101455@students.claremontmckenna.edu,ISFJ
101456,Azalea,Frank,example101456@students.pitzer.edu,ENFJ
101457,Treasure,Jennings,example101457@scrippscollege.edu,ENTP
101458,Anika,West,example101458@students.claremontmckenna.edu,ENTJ
101459,Azrael,Barton,example101459@scrippscollege.edu,ISFP
101460,Kailani,Neal,example101460@students.claremontmckenna.edu,INFJ
101461,Armando,Krueger,example101461@hmc.edu,ESFP
101462,Jameson,Barton,example101462@scrippscollege.edu,ISFJ
101463,Chloe,Lara,example101463@students.claremontmckenna.edu,INFP
101464,Samuel,Cochran,example101464@students.pitzer.edu,ISFJ
101465,Yaretzi,Nolan,example101465@students.claremontmckenna.edu,ISFJ
101466,Carter,Lindsey,example101466@students.pitzer.edu,INTJ
101467,Bryce,Haley,example101467@hmc.edu,ESTJ
101468,Nia,Horne,example101468@scrippscollege.edu,ISTJ
101469,Rafael,Woodward,example101469@students.claremontmckenna.edu,ESFJ
101470,Khaleesi,Pugh,example101470@mymail.pomona.edu,ENTP
101471,Brecken,Dominguez,example101471@mymail.pomona.edu,INTP
101472,Mara,Kemp,example101472@scrippscollege.edu,ISFJ
101473,Margo,Newton,example101473@mymail.pomona.edu,ISFJ
101474,Paola,Benton,example101474@students.pitzer.edu,NA
101475,Alaric,Maddox,example101475@students.pitzer.edu,ESFP
101476,Leonel,Leon,example101476@mymail.pomona.edu,ESFJ
101477,Nyomi,Chambers,example101477@students.pitzer.edu,ESTP
101478,Hannah,Bailey,example101478@hmc.edu,INTJ
101479,Keilani,Sellers,example101479@mymail.pomona.edu,INFJ
101480,Kevin,Fitzgerald,example101480@mymail.pomona.edu,INFJ
101481,Sydney,Farley,example101481@students.pitzer.edu,NA
101482,Antonio,Burns,example101482@students.pitzer.edu,ENTP
101483,Sutton,Farrell,example101483@students.pitzer.edu,ENFJ
101484,Anya,Cooper,example101484@scrippscollege.edu,ENTJ
101485,Avayah,Hanna,example101485@scrippscollege.edu,INTJ
101486,Zelda,Olson,example101486@mymail.pomona.edu,ENFP
101487,Veronica,Yoder,example101487@scrippscollege.edu,INFJ
101488,Caiden,Arias,example101488@hmc.edu,ISTP
101489,Harlow,Corona,example101489@scrippscollege.edu,ISFP
101490,Haylee,Dodson,example101490@hmc.edu,ISTP
101491,Christina,Corona,example101491@hmc.edu,INTP
101492,Layne,Dodson,example101492@students.claremontmckenna.edu,ESFP
101493,Alijah,Bowers,example101493@students.claremontmckenna.edu,ISTP
101494,Everlee,Day,example101494@students.claremontmckenna.edu,ESTP
101495,Alexandra,Garner,example101495@mymail.pomona.edu,INFP
101496,Briggs,Velasquez,example101496@students.claremontmckenna.edu,ESFP
101497,Issac,Zamora,example101497@students.pitzer.edu,ISTP
101498,Capri,Curry,example101498@mymail.pomona.edu,ENTP
101499,Willa,Neal,example101499@students.pitzer.edu,ISTJ
101500,Izabella,Gomez,example101500@students.pitzer.edu,INTJ
101501,Aydin,McKay,example101501@scrippscollege.edu,NA
101502,Makayla,Chandler,example101502@mymail.pomona.edu,ENTP
101503,Brennan,Cooper,example101503@hmc.edu,ISTJ
101504,Aleah,Campbell,example101504@hmc.edu,ESTJ
101505,Soren,Hicks,example101505@mymail.pomona.edu,ENTP
101506,Elizabeth,Sharp,example101506@students.pitzer.edu,ESFP
101507,Holden,Marsh,example101507@mymail.pomona.edu,INFJ
101508,Alaiya,Doyle,example101508@hmc.edu,ISTJ
101509,Austin,Orr,example101509@hmc.edu,ESTJ
101510,Aleah,Long,example101510@scrippscollege.edu,ESTP
101511,Davina,Tyler,example101511@hmc.edu,ESFP
101512,Lucille,Weeks,example101512@mymail.pomona.edu,ESFP
101513,Kairo,Durham,example101513@mymail.pomona.edu,ISTJ
101514,Nixon,Bernard,example101514@hmc.edu,ENFJ
101515,Angie,Villegas,example101515@students.claremontmckenna.edu,ISFJ
101516,Braylon,Bell,example101516@hmc.edu,ENFJ
101517,Cedric,Oliver,example101517@students.claremontmckenna.edu,ENFP
101518,Khalil,Pineda,example101518@hmc.edu,NA
101519,Ryland,Watkins,example101519@students.claremontmckenna.edu,INFJ
101520,Saylor,Whitehead,example101520@mymail.pomona.edu,ENTJ
101521,Kylan,McKenzie,example101521@students.claremontmckenna.edu,ESFJ
101522,Kalel,Arias,example101522@hmc.edu,ISTJ
101523,Harvey,Bowers,example101523@scrippscollege.edu,ESFJ
101524,Zainab,Vu,example101524@hmc.edu,INFJ
101525,Dario,Dixon,example101525@mymail.pomona.edu,ENFJ
101526,Mauricio,Parrish,example101526@students.pitzer.edu,ESTP
101527,Genevieve,Gregory,example101527@mymail.pomona.edu,ENFJ
101528,Lane,Robertson,example101528@students.pitzer.edu,ENTJ
101529,Anastasia,Corona,example101529@scrippscollege.edu,ENFP
101530,Amelie,Berg,example101530@hmc.edu,ENFP
101531,Ariella,Kemp,example101531@students.claremontmckenna.edu,ENTP
101532,Kane,Dougherty,example101532@hmc.edu,ESFJ
101533,Paislee,Fleming,example101533@mymail.pomona.edu,ISFP
101534,Maison,Gaines,example101534@hmc.edu,ESFJ
101535,Aspen,Arias,example101535@scrippscollege.edu,ENTP
101536,Wyatt,Mayo,example101536@hmc.edu,ISTJ
101537,Elina,Salazar,example101537@scrippscollege.edu,INTJ
101538,Freyja,Olson,example101538@mymail.pomona.edu,NA
101539,Darian,Osborne,example101539@students.claremontmckenna.edu,ENFP
101540,Joseph,Richard,example101540@students.claremontmckenna.edu,ESTP
101541,Valerie,Casey,example101541@mymail.pomona.edu,ISTP
101542,Scarlette,Charles,example101542@hmc.edu,ENTJ
101543,Andres,Dyer,example101543@hmc.edu,ESFP
101544,Hayden,Atkinson,example101544@students.claremontmckenna.edu,ESFJ
101545,Noor,Cain,example101545@hmc.edu,ESFJ
101546,Lexi,Meyers,example101546@scrippscollege.edu,ESFP
101547,Esperanza,Farley,example101547@mymail.pomona.edu,ESTJ
101548,Emilio,Cole,example101548@scrippscollege.edu,ESFP
101549,Phoebe,Knapp,example101549@hmc.edu,ESTJ
101550,Yehuda,Lyons,example101550@mymail.pomona.edu,NA
101551,Isabelle,Kelley,example101551@mymail.pomona.edu,ISTJ
101552,Christian,Sanders,example101552@students.claremontmckenna.edu,INTP
101553,Angie,Byrd,example101553@hmc.edu,ISTJ
101554,Melani,Johnston,example101554@mymail.pomona.edu,ESFJ
101555,Josie,Klein,example101555@scrippscollege.edu,ISTJ
101556,Lyla,Hanson,example101556@scrippscollege.edu,INFP
101557,Nyla,Floyd,example101557@students.pitzer.edu,ISFP
101558,Jerry,Mann,example101558@scrippscollege.edu,INFP
101559,Austin,Villegas,example101559@mymail.pomona.edu,NA
101560,Tate,Hammond,example101560@mymail.pomona.edu,ENTP
101561,Kaden,Elliott,example101561@scrippscollege.edu,ISTP
101562,Moises,Benton,example101562@students.pitzer.edu,ISTJ
101563,Sergio,Wang,example101563@hmc.edu,ISTP
101564,Amora,Morales,example101564@students.pitzer.edu,ISFJ
101565,Jaxon,Schmitt,example101565@hmc.edu,NA
101566,Brynlee,Brock,example101566@students.pitzer.edu,ESTP
101567,Harold,Burch,example101567@students.pitzer.edu,ESFJ
101568,Anika,Contreras,example101568@students.claremontmckenna.edu,ESFJ
101569,Amira,Brooks,example101569@scrippscollege.edu,ESTJ
101570,Jones,Santiago,example101570@mymail.pomona.edu,ISFP
101571,Korbin,Peters,example101571@students.pitzer.edu,ESTP
101572,Leila,Livingston,example101572@students.pitzer.edu,INTJ
101573,Jacoby,Richard,example101573@students.claremontmckenna.edu,INFP
101574,Brooklynn,Barnett,example101574@mymail.pomona.edu,ESTP
101575,Darius,Hart,example101575@students.pitzer.edu,ENTP
101576,Emory,Donaldson,example101576@students.pitzer.edu,ESTJ
101577,Leonard,Bell,example101577@hmc.edu,ISTP
101578,Briana,Espinoza,example101578@students.claremontmckenna.edu,INFJ
101579,Alonso,McKenzie,example101579@scrippscollege.edu,ENTP
101580,Lexi,Lu,example101580@scrippscollege.edu,ESTJ
101581,Fletcher,Lewis,example101581@mymail.pomona.edu,ESTP
101582,Jenna,Huang,example101582@hmc.edu,INFJ
101583,Drew,Mullins,example101583@hmc.edu,ENTJ
101584,Cesar,Church,example101584@scrippscollege.edu,INTJ
101585,Ryland,Dickson,example101585@students.claremontmckenna.edu,INFJ
101586,Anya,Xiong,example101586@scrippscollege.edu,NA
101587,Iyla,McDowell,example101587@mymail.pomona.edu,ENFP
101588,Rosemary,Diaz,example101588@scrippscollege.edu,INFJ
101589,Cristian,Rubio,example101589@hmc.edu,INFJ
101590,Barbara,Choi,example101590@mymail.pomona.edu,INTP
101591,Henry,McKinney,example101591@hmc.edu,INFJ
101592,Jad,Arias,example101592@hmc.edu,ESTP
101593,Giselle,Santana,example101593@scrippscollege.edu,INFP
101594,Langston,Acevedo,example101594@students.claremontmckenna.edu,INTJ
101595,Augustus,Farley,example101595@mymail.pomona.edu,ENTJ
101596,Kaisley,Soto,example101596@students.claremontmckenna.edu,INTJ
101597,Kareem,Woodward,example101597@mymail.pomona.edu,INTJ
101598,Iyla,Calderon,example101598@students.claremontmckenna.edu,INFP
101599,Emmalynn,Bell,example101599@students.pitzer.edu,ENTJ
101600,Anaya,Ray,example101600@hmc.edu,ISTP
101601,Eliel,Mullen,example101601@mymail.pomona.edu,INFJ
101602,Saige,Burns,example101602@scrippscollege.edu,ISTJ
101603,Emory,Singleton,example101603@students.claremontmckenna.edu,INFJ
101604,Cassidy,Lindsey,example101604@students.pitzer.edu,ENFP
101605,Rosalyn,Guerrero,example101605@scrippscollege.edu,ESFP
101606,Dorothy,Rodriguez,example101606@students.pitzer.edu,ESFJ
101607,Remy,Delacruz,example101607@hmc.edu,ESTJ
101608,Kaydence,Felix,example101608@mymail.pomona.edu,ISFP
101609,Abdullah,Ross,example101609@students.pitzer.edu,ENTP
101610,Briar,Lewis,example101610@students.claremontmckenna.edu,ISTP
101611,Danny,Stanley,example101611@students.pitzer.edu,ESFP
101612,Nyla,Valentine,example101612@students.claremontmckenna.edu,ENFP
101613,Lylah,Martinez,example101613@hmc.edu,ESTJ
101614,Langston,Jennings,example101614@mymail.pomona.edu,INFP
101615,Amina,Stephenson,example101615@hmc.edu,INFJ
101616,Yamileth,Horne,example101616@scrippscollege.edu,ISFP
101617,Mila,Esparza,example101617@students.pitzer.edu,ESFJ
101618,Everlee,Ward,example101618@scrippscollege.edu,ISFJ
101619,Landry,Fry,example101619@mymail.pomona.edu,INFJ
101620,Carter,Velez,example101620@scrippscollege.edu,ESFP
101621,Sullivan,Young,example101621@scrippscollege.edu,ENTP
101622,Christina,Morton,example101622@students.claremontmckenna.edu,ENFJ
101623,Ezra,Lu,example101623@hmc.edu,ESTJ
101624,Saylor,Macias,example101624@hmc.edu,ESFJ
101625,Gemma,Parks,example101625@mymail.pomona.edu,ESFJ
101626,Wyatt,Sanford,example101626@scrippscollege.edu,ENFJ
101627,Mateo,Ball,example101627@students.pitzer.edu,ENTP
101628,Ellis,Yates,example101628@students.claremontmckenna.edu,ENFP
101629,Kareem,Medrano,example101629@mymail.pomona.edu,ESFP
101630,Enoch,Dennis,example101630@students.claremontmckenna.edu,ISTJ
101631,Mylah,Baker,example101631@hmc.edu,ISFJ
101632,Serenity,Gates,example101632@students.pitzer.edu,INFP
101633,Iyla,Sutton,example101633@mymail.pomona.edu,NA
101634,Hadleigh,Arnold,example101634@scrippscollege.edu,ESTP
101635,Aubrey,Gates,example101635@students.pitzer.edu,ISTJ
101636,Karen,Parrish,example101636@students.pitzer.edu,NA
101637,Nalani,Baker,example101637@students.pitzer.edu,ENTP
101638,Ronan,Valentine,example101638@scrippscollege.edu,ISFJ
101639,Lincoln,Salazar,example101639@students.claremontmckenna.edu,ESFJ
101640,Adeline,Murphy,example101640@hmc.edu,NA
101641,Madalynn,Burch,example101641@scrippscollege.edu,ISFJ
101642,Charley,Travis,example101642@scrippscollege.edu,ENFP
101643,Ramona,Singleton,example101643@students.claremontmckenna.edu,ISFP
101644,Bradley,Grimes,example101644@students.pitzer.edu,ENFP
101645,Tanner,Patrick,example101645@scrippscollege.edu,ENTP
101646,Briana,Guevara,example101646@hmc.edu,NA
101647,Everlee,Rodriguez,example101647@hmc.edu,ENTP
101648,Zoie,Casey,example101648@hmc.edu,ISFP
101649,Kylan,Branch,example101649@mymail.pomona.edu,ENFJ
101650,Harmony,Mora,example101650@scrippscollege.edu,INTP
101651,Arian,Case,example101651@students.claremontmckenna.edu,ENFP
101652,Saige,Rollins,example101652@students.pitzer.edu,ENTJ
101653,Karsyn,Peters,example101653@students.claremontmckenna.edu,ESFJ
101654,Nyla,Gates,example101654@students.pitzer.edu,ENFP
101655,Edwin,Zamora,example101655@students.claremontmckenna.edu,INTP
101656,Andy,McCarthy,example101656@scrippscollege.edu,ESFJ
101657,Azalea,Choi,example101657@students.claremontmckenna.edu,ENTJ
101658,Lian,Cordova,example101658@students.claremontmckenna.edu,ESFP
101659,Amaia,Velez,example101659@students.claremontmckenna.edu,ISTP
101660,Alijah,Kemp,example101660@mymail.pomona.edu,ISTJ
101661,Jack,Donaldson,example101661@mymail.pomona.edu,INFP
101662,Max,Hunter,example101662@students.claremontmckenna.edu,ISFJ
101663,Mercy,Strong,example101663@students.claremontmckenna.edu,ENTP
101664,Morgan,Dillon,example101664@scrippscollege.edu,ENFP
101665,Bishop,Eaton,example101665@scrippscollege.edu,ENTP
101666,Finley,Hickman,example101666@students.pitzer.edu,ENTP
101667,Collin,Baker,example101667@students.pitzer.edu,ENFP
101668,Gage,Mora,example101668@scrippscollege.edu,ESTJ
101669,Andy,Skinner,example101669@students.pitzer.edu,ESTP
101670,Diego,Robinson,example101670@scrippscollege.edu,ESTJ
101671,Haylee,Donaldson,example101671@students.claremontmckenna.edu,ESFJ
101672,Christian,Palmer,example101672@scrippscollege.edu,ESFP
101673,Luna,Montgomery,example101673@students.pitzer.edu,INFP
101674,Ezra,Eaton,example101674@students.claremontmckenna.edu,ESFP
101675,Madelynn,McClure,example101675@mymail.pomona.edu,ENFP
101676,Jaylee,Jefferson,example101676@scrippscollege.edu,ENFP
101677,Chelsea,Mays,example101677@mymail.pomona.edu,ISFJ
101678,Georgia,Mullen,example101678@hmc.edu,ENFJ
101679,Zayd,Olsen,example101679@mymail.pomona.edu,ISFP
101680,Eliseo,Ortiz,example101680@hmc.edu,ISTJ
101681,Jayson,Warner,example101681@scrippscollege.edu,NA
101682,Raphael,Henderson,example101682@students.pitzer.edu,ENTP
101683,Ariella,Schwartz,example101683@hmc.edu,ESFP
101684,Wes,Hansen,example101684@students.pitzer.edu,INFP
101685,Niko,Ahmed,example101685@hmc.edu,ENFJ
101686,Damien,Rivera,example101686@students.pitzer.edu,NA
101687,Casey,Dawson,example101687@mymail.pomona.edu,ENFJ
101688,Anais,Jennings,example101688@mymail.pomona.edu,ISTJ
101689,Khalil,Cain,example101689@students.claremontmckenna.edu,ISFJ
101690,Jasiah,Osborne,example101690@students.pitzer.edu,ESTJ
101691,Addison,Esquivel,example101691@students.claremontmckenna.edu,ENTJ
101692,Soren,Donaldson,example101692@scrippscollege.edu,ESTP
101693,Mariam,Haley,example101693@mymail.pomona.edu,NA
101694,Princeton,Tran,example101694@hmc.edu,ISTJ
101695,Roland,Dean,example101695@hmc.edu,ESFP
101696,Miracle,Patton,example101696@students.claremontmckenna.edu,ENTP
101697,Axel,McKay,example101697@students.claremontmckenna.edu,ENFJ
101698,Dario,Gaines,example101698@students.pitzer.edu,ENFJ
101699,Van,Phelps,example101699@hmc.edu,ENTP
101700,Reina,Morton,example101700@scrippscollege.edu,ESTP
101701,Kellan,Palmer,example101701@mymail.pomona.edu,ISFJ
101702,Boden,Reese,example101702@hmc.edu,ISTJ
101703,Gustavo,Schultz,example101703@mymail.pomona.edu,ESTJ
101704,Gustavo,Perry,example101704@mymail.pomona.edu,ESTJ
101705,Cairo,Arias,example101705@scrippscollege.edu,ESFP
101706,Itzayana,Mahoney,example101706@mymail.pomona.edu,ESTP
101707,Kallie,Gaines,example101707@mymail.pomona.edu,ENFJ
101708,Emma,Brandt,example101708@students.pitzer.edu,ISTJ
101709,Alonso,O’Donnell,example101709@hmc.edu,INFJ
101710,Jolene,Singleton,example101710@students.pitzer.edu,ENFJ
101711,Jaylee,Hill,example101711@students.pitzer.edu,ENFJ
101712,Nathan,Juarez,example101712@mymail.pomona.edu,INTP
101713,Whitley,Peterson,example101713@students.claremontmckenna.edu,ESFJ
101714,Esther,McCoy,example101714@students.pitzer.edu,ISTP
101715,Gracelyn,Howard,example101715@students.pitzer.edu,ESFP
101716,Taylor,Hood,example101716@hmc.edu,NA
101717,Alonzo,McGuire,example101717@scrippscollege.edu,ESFP
101718,Nia,Luna,example101718@hmc.edu,INFP
101719,Gracelyn,Kane,example101719@mymail.pomona.edu,ENTP
101720,Jaxon,Potts,example101720@hmc.edu,ESFJ
101721,Tyler,Arellano,example101721@students.pitzer.edu,ESTJ
101722,Ledger,Stanley,example101722@scrippscollege.edu,ISTJ
101723,Khalid,Moody,example101723@mymail.pomona.edu,ESTJ
101724,Dario,Donaldson,example101724@hmc.edu,ESFP
101725,Bonnie,Delarosa,example101725@hmc.edu,ESTP
101726,Armani,Gibson,example101726@students.claremontmckenna.edu,NA
101727,Thatcher,Boyd,example101727@mymail.pomona.edu,INTJ
101728,Grey,Sexton,example101728@students.claremontmckenna.edu,ENTP
101729,Karen,Williamson,example101729@hmc.edu,ENTJ
101730,Sawyer,Hunt,example101730@mymail.pomona.edu,INTJ
101731,Danna,McClure,example101731@mymail.pomona.edu,INFP
101732,Kayson,Schneider,example101732@hmc.edu,NA
101733,Liv,Lee,example101733@scrippscollege.edu,ESTP
101734,Princeton,Cherry,example101734@students.claremontmckenna.edu,ENTP
101735,Estella,Travis,example101735@mymail.pomona.edu,ENTJ
101736,Emely,Alexander,example101736@students.claremontmckenna.edu,ESTJ
101737,Rosalia,Wiggins,example101737@hmc.edu,ESTJ
101738,Ellis,Stewart,example101738@hmc.edu,ESTJ
101739,Scott,Holmes,example101739@mymail.pomona.edu,INFP
101740,Azariah,Griffith,example101740@students.pitzer.edu,ISTJ
101741,Nathan,Calderon,example101741@mymail.pomona.edu,ISTP
101742,Bjorn,King,example101742@hmc.edu,NA
101743,Bria,Wiggins,example101743@hmc.edu,ISTP
101744,Gemma,Navarro,example101744@hmc.edu,NA
101745,Dario,Hess,example101745@scrippscollege.edu,ISFJ
101746,Rosalia,Benitez,example101746@mymail.pomona.edu,ESFP
101747,Aarya,Becker,example101747@hmc.edu,ESFJ
101748,Frances,McKenzie,example101748@mymail.pomona.edu,NA
101749,Theo,Medrano,example101749@mymail.pomona.edu,ENTJ
